Barometer,currentAvg,AvgBefore_2_Second,Pstart,Pend,CurrentFloor
894.9687,894.9261,894.9017,893.6551,0.0,0.0,
894.9762,894.9261,894.9017,893.6551,0.0,0.0,
894.98267,894.9261,894.9017,893.6551,0.0,0.0,
894.9846,894.9645,894.9645,893.6551,0.0,0.0,
894.97894,894.9645,894.9645,893.6551,0.0,0.0,
894.9878,894.9645,894.9645,893.6551,0.0,0.0,
894.98975,894.9645,894.9645,893.6551,0.0,0.0,
894.98376,894.9645,894.9645,893.6551,0.0,0.0,
894.97906,894.9645,894.9645,893.6551,0.0,0.0,
894.9741,894.9839,894.9645,893.6551,0.0,0.0,
894.9763,894.9839,894.9645,893.6551,0.0,0.0,
894.973,894.9839,894.9645,893.6551,0.0,0.0,
894.9822,894.9839,894.9645,893.6551,0.0,0.0,
894.9908,894.9839,894.9645,893.6551,0.0,0.0,
894.9941,894.9839,894.9645,893.6551,0.0,0.0,
894.99304,894.9833,894.9833,893.6551,0.0,0.0,
895.0039,894.9833,894.9833,893.6551,0.0,0.0,
895.0075,894.9833,894.9833,893.6551,0.0,0.0,
895.01245,894.9833,894.9833,893.6551,0.0,0.0,
895.01245,894.9833,894.9833,893.6551,0.0,0.0,
895.0114,894.9833,894.9833,893.6551,0.0,0.0,
895.015,895.0096,894.9833,893.6551,0.0,0.0,
895.015,895.0096,894.9833,893.6551,0.0,0.0,
895.0189,895.0096,894.9833,893.6551,0.0,0.0,
895.0073,895.0096,894.9833,893.6551,0.0,0.0,
895.009,895.0096,894.9833,893.6551,0.0,0.0,
895.0043,895.0096,894.9833,893.6551,0.0,0.0,
895.0159,895.0109,895.0109,893.6551,0.0,0.0,
895.0242,895.0109,895.0109,893.6551,0.0,0.0,
895.02747,895.0109,895.0109,893.6551,0.0,0.0,
895.03503,895.0109,895.0109,893.6551,0.0,0.0,
895.03174,895.0109,895.0109,893.6551,0.0,0.0,
895.03,895.0109,895.0109,893.6551,0.0,0.0,
895.0284,895.02966,895.0109,893.6551,0.0,0.0,
895.02734,895.02966,895.0109,893.6551,0.0,0.0,
895.0174,895.02966,895.0109,893.6551,0.0,0.0,
895.01605,895.02966,895.0109,893.6551,0.0,0.0,
895.00916,895.02966,895.0109,893.6551,0.0,0.0,
895.0058,895.02966,895.0109,893.6551,0.0,0.0,
895.0061,895.01514,895.01514,893.6551,0.0,0.0,
895.0061,895.01514,895.01514,893.6551,0.0,0.0,
895.0061,895.01514,895.01514,893.6551,0.0,0.0,
895.0061,895.01514,895.01514,893.6551,0.0,0.0,
895.0094,895.01514,895.01514,893.6551,0.0,0.0,
895.00085,895.01514,895.01514,893.6551,0.0,0.0,
895.00415,895.00574,895.01514,893.6551,0.0,0.0,
895.00745,895.00574,895.01514,893.6551,0.0,0.0,
895.00446,895.00574,895.01514,893.6551,0.0,0.0,
895.00775,895.00574,895.01514,893.6551,0.0,0.0,
895.0061,895.00574,895.01514,893.6551,0.0,0.0,
895.0061,895.00574,895.01514,893.6551,0.0,0.0,
895.0061,895.0065,895.0065,893.6551,0.0,0.0,
895.0058,895.0065,895.0065,893.6551,0.0,0.0,
895.0058,895.0065,895.0065,893.6551,0.0,0.0,
895.0058,895.0065,895.0065,893.6551,0.0,0.0,
895.00775,895.0065,895.0065,893.6551,0.0,0.0,
895.0111,895.0065,895.0065,893.6551,0.0,0.0,
895.0133,895.0072,895.0065,893.6551,0.0,0.0,
895.0094,895.0072,895.0065,893.6551,0.0,0.0,
895.0094,895.0072,895.0065,893.6551,0.0,0.0,
895.00775,895.0072,895.0065,893.6551,0.0,0.0,
895.0025,895.0072,895.0065,893.6551,0.0,0.0,
894.99756,895.0072,895.0065,893.6551,0.0,0.0,
895.00085,895.00525,895.00525,893.6551,0.0,0.0,
895.0019,895.00525,895.00525,893.6551,0.0,0.0,
895.0052,895.00525,895.00525,893.6551,0.0,0.0,
895.0248,895.00525,895.00525,893.6551,0.0,0.0,
895.0132,895.00525,895.00525,893.6551,0.0,0.0,
895.0109,895.00525,895.00525,893.6551,0.0,0.0,
894.9957,895.0111,895.00525,893.6551,0.0,0.0,
895.0018,895.0111,895.00525,893.6551,0.0,0.0,
895.00836,895.0111,895.00525,893.6551,0.0,0.0,
895.02405,895.0111,895.00525,893.6551,0.0,0.0,
895.029,895.0111,895.00525,893.6551,0.0,0.0,
